episode_index,step_count,observation_state,action_taken,reward_received,terminated
1,372,[-0.00829397 -0.20121713 -0.0038184   0.30562308],0,1.0,False
1,373,[-0.01231831 -0.00604097  0.00229406  0.01173837],1,1.0,False
1,374,[-0.01243913  0.189048    0.00252883 -0.28021985],1,1.0,False
1,375,[-0.00865817 -0.00610993 -0.00307557  0.01325957],0,1.0,False
1,376,[-0.00878037 -0.20118764 -0.00281037  0.30497053],0,1.0,False
1,377,[-0.01280412 -0.00602575  0.00328904  0.01140261],1,1.0,False
1,378,[-0.01292464  0.18904889  0.00351709 -0.28024077],1,1.0,False
1,379,[-0.00914366 -0.00612306 -0.00208773  0.01354936],0,1.0,False
1,380,[-0.00926612 -0.20121501 -0.00181674  0.30557284],0,1.0,False
1,381,[-0.01329042 -0.00606722  0.00429472  0.01231752],1,1.0,False
1,382,[-0.01341176  0.18899287  0.00454107 -0.2790073 ],1,1.0,False
1,383,[-0.00963191 -0.00619356 -0.00103908  0.01510442],0,1.0,False
1,384,[-0.00975578  0.18894328 -0.00073699 -0.27790615],1,1.0,False
1,385,[-0.00597691 -0.00616815 -0.00629511  0.01454423],0,1.0,False
1,386,[-0.00610028 -0.20119926 -0.00600423  0.30523434],0,1.0,False
1,387,[-0.01012426 -0.00599226  0.00010046  0.01066389],1,1.0,False
1,388,[-0.01024411  0.18912825  0.00031374 -0.28198734],1,1.0,False
1,389,[-0.00646154 -0.00599818 -0.00532601  0.01079452],0,1.0,False
1,390,[-0.00658151 -0.20104334 -0.00511012  0.3017923 ],0,1.0,False
1,391,[-0.01060237 -0.00584893  0.00092573  0.00750212],1,1.0,False
1,392,[-0.01071935  0.18925974  0.00107577 -0.2848886 ],1,1.0,False
1,393,[-0.00693416 -0.00587755 -0.004622    0.00813344],0,1.0,False
1,394,[-0.00705171 -0.2009329  -0.00445933  0.2993545 ],0,1.0,False
1,395,[-0.01107037 -0.00574768  0.00152776  0.00526852],1,1.0,False
1,396,[-0.01118532  0.18935233  0.00163313 -0.286932  ],1,1.0,False
1,397,[-0.00739827 -0.00579287 -0.00410551  0.00626556],0,1.0,False
1,398,[-0.00751413 -0.2008557  -0.0039802   0.29765034],0,1.0,False
1,399,[-0.01153124 -0.00567724  0.0019728   0.00371477],1,1.0,False
1,400,[-0.01164479  0.18941636  0.0020471  -0.28834507],1,1.0,False
1,401,[-0.00785646 -0.00573472 -0.0037198   0.0049828 ],0,1.0,False
1,402,[-0.00797116 -0.20080313 -0.00362015  0.29648978],0,1.0,False
1,403,[-0.01198722 -0.00562976  0.00230965  0.00266731],1,1.0,False
1,404,[-0.01209981  0.189459    0.002363   -0.289286  ],1,1.0,False
1,405,[-0.00831063 -0.00569658 -0.00342272  0.00414125],0,1.0,False
1,406,[-0.00842457 -0.20076928 -0.0033399   0.2957423 ],0,1.0,False
1,407,[-0.01243995 -0.00559987  0.00257495  0.0020079 ],1,1.0,False
1,408,[-0.01255195  0.18948506  0.0026151  -0.2898615 ],1,1.0,False
1,409,[-0.00876225 -0.00567408 -0.00318212  0.00364507],0,1.0,False
1,410,[-0.00887573 -0.20075025 -0.00310922  0.2953223 ],0,1.0,False
1,411,[-0.01289073 -0.00558411  0.00279722  0.0016604 ],1,1.0,False
1,412,[-0.01300242  0.1894976   0.00283043 -0.29013866],1,1.0,False
1,413,[-0.00921246 -0.00566459 -0.00297234  0.00343561],0,1.0,False
1,414,[-0.00932576 -0.20074378 -0.00290363  0.29517925],0,1.0,False
1,415,[-0.01334063 -0.00558056  0.00299995  0.00158197],1,1.0,False
1,416,[-0.01345224  0.18949825  0.00303159 -0.29015294],1,1.0,False
1,417,[-0.00966228 -0.00566681 -0.00277147  0.00348459],0,1.0,False
1,418,[-0.00977561 -0.2007489  -0.00270177  0.2952918 ],0,1.0,False
1,419,[-0.01379059 -0.00558854  0.00320406  0.001758  ],1,1.0,False
1,420,[-0.01390236  0.18948731  0.00323922 -0.28991228],1,1.0,False
1,421,[-0.01011262 -0.00568068 -0.00255902  0.00379049],0,1.0,False
1,422,[-0.01022623 -0.20076583 -0.00248321  0.2956649 ],0,1.0,False
1,423,[-0.01424155 -0.00560857  0.00343009  0.00219986],1,1.0,False
1,424,[-0.01435372  0.18946402  0.00347408 -0.28939885],1,1.0,False
1,425,[-0.01056444 -0.0057073  -0.00231389  0.00437773],0,1.0,False
1,426,[-0.01067858 -0.200796   -0.00222634  0.2963297 ],0,1.0,False
1,427,[-0.0146945  -0.00564237  0.00370025  0.00294545],1,1.0,False
1,428,[-0.01480735  0.18942632  0.00375916 -0.28856772],1,1.0,False
1,429,[-0.01101882 -0.00574903 -0.00201219  0.00529845],0,1.0,False
1,430,[-0.0111338  -0.20084207 -0.00190622  0.29734582],0,1.0,False
1,431,[-0.01515065 -0.005693    0.00404069  0.00406232],1,1.0,False
1,432,[-0.01526451  0.18937077  0.00412194 -0.287343  ],1,1.0,False
1,433,[-0.01147709 -0.00580972 -0.00162492  0.00663711],0,1.0,False
1,434,[-0.01159329 -0.20090833 -0.00149218  0.2988069 ],0,1.0,False
1,435,[-0.01561145 -0.00576514  0.00448396  0.00565375],1,1.0,False
1,436,[-0.01572675  0.18929222  0.00459704 -0.28561106],1,1.0,False
1,437,[-0.01194091 -0.00589499 -0.00111519  0.00851818],0,1.0,False
1,438,[-0.01205881 -0.20100093 -0.00094482  0.30084905],0,1.0,False
1,439,[-0.01607883 -0.00586553  0.00507216  0.00786829],1,1.0,False
1,440,[-0.01619614  0.18918332  0.00522952 -0.28321   ],1,1.0,False
1,441,[-0.01241247 -0.00601283 -0.00043468  0.01111769],0,1.0,False
1,442,[-1.2532730e-02 -2.0112854e-01 -2.1232186e-04  3.0366343e-01],0,1.0,False
1,443,[-0.0165553  -0.00600357  0.00586095  0.01091356],1,1.0,False
1,444,[-0.01667537  0.18903384  0.00607922 -0.2799144 ],1,1.0,False
1,445,[-0.01289469 -0.0061743   0.00048093  0.01467966],0,1.0,False
1,446,[-0.01301818  0.18894075  0.00077452 -0.2778515 ],1,1.0,False
1,447,[-0.00923937 -0.00619224 -0.00478251  0.01507562],0,1.0,False
1,448,[-0.00936321 -0.20124528 -0.00448099  0.30624577],0,1.0,False
1,449,[-0.01338812 -0.00605976  0.00164392  0.01215303],1,1.0,False
1,450,[-0.01350931  0.18903857  0.00188698 -0.28001076],1,1.0,False
1,451,[-0.00972854 -0.00611025 -0.00371323  0.01326672],0,1.0,False
1,452,[-0.00985075 -0.20117874 -0.0034479   0.30477577],0,1.0,False
1,453,[-0.01387432 -0.00600783  0.00264762  0.01100745],1,1.0,False
1,454,[-0.01399448  0.18907605  0.00286777 -0.28083894],1,1.0,False
1,455,[-0.01021296 -0.00608669 -0.00274901  0.01274708],0,1.0,False
1,456,[-0.01033469 -0.2011691  -0.00249407  0.3045614 ],0,1.0,False
1,457,[-0.01435807 -0.00601171  0.00359716  0.01109294],1,1.0,False
1,458,[-0.01447831  0.18905847  0.00381901 -0.28045288],1,1.0,False
1,459,[-0.01069714 -0.00611775 -0.00179004  0.01343211],0,1.0,False
1,460,[-0.01081949 -0.20121399 -0.0015214   0.3055497 ],0,1.0,False
1,461,[-0.01484377 -0.00607038  0.00458959  0.01238737],1,1.0,False
1,462,[-0.01496518  0.18898545  0.00483734 -0.27884397],1,1.0,False
1,463,[-0.01118547 -0.00620517 -0.00073954  0.01536072],0,1.0,False
1,464,[-0.01130957  0.18892738 -0.00043232 -0.27755544],1,1.0,False
1,465,[-0.00753103 -0.00618841 -0.00598343  0.01499109],0,1.0,False
1,466,[-0.00765479 -0.20122404 -0.00568361  0.30578017],0,1.0,False
1,467,[-0.01167927 -0.00602156  0.00043199  0.01131022],1,1.0,False
1,468,[-0.01179971  0.1890942   0.0006582  -0.28123638],1,1.0,False
1,469,[-0.00801782 -0.00603714 -0.00496653  0.01165407],0,1.0,False
1,470,[-0.00813856 -0.2010875  -0.00473345  0.30276588],0,1.0,False
1,471,[-0.01216032 -0.00589842  0.00132187  0.00859388],1,1.0,False
1,472,[-0.01227828  0.18920454  0.00149375 -0.28367168],1,1.0,False
1,473,[-0.00849419 -0.00593868 -0.00417969  0.00948199],0,1.0,False
1,474,[-0.00861297 -0.20100044 -0.00399005  0.30084324],0,1.0,False
1,475,[-0.01263297 -0.00582184  0.00202682  0.00690461],1,1.0,False
1,476,[-0.01274941  0.18927099  0.00216491 -0.28513813],1,1.0,False
1,477,[-0.00896399 -0.00588178 -0.00353785  0.0082268 ],0,1.0,False
1,478,[-0.00908163 -0.20095281 -0.00337332  0.2997914 ],0,1.0,False
1,479,[-0.01310068 -0.00578294  0.00262251  0.0060465 ],1,1.0,False
1,480,[-0.01321634  0.1893013   0.00274344 -0.28580785],1,1.0,False
1,481,[-0.00943032 -0.00585967 -0.00297272  0.00773908],0,1.0,False
1,482,[-0.00954751 -0.20093887 -0.00281794  0.2994826 ],0,1.0,False
1,483,[-0.01356629 -0.00577686  0.00317172  0.00591228],1,1.0,False
1,484,[-0.01368182  0.18929946  0.00328996 -0.28576824],1,1.0,False
1,485,[-0.00989583 -0.00586925 -0.0024254   0.0079505 ],0,1.0,False
1,486,[-0.01001322 -0.20095633 -0.00226639  0.29986718],0,1.0,False
1,487,[-0.01403235 -0.00580215  0.00373095  0.00647035],1,1.0,False
1,488,[-0.01414839  0.18926609  0.00386036 -0.28503308],1,1.0,False
1,489,[-0.01036307 -0.0059107  -0.0018403   0.00886487],0,1.0,False
1,490,[-0.01048128 -0.20100622 -0.00166301  0.3009666 ],0,1.0,False
1,491,[-0.01450141 -0.0058606   0.00435633  0.00775965],1,1.0,False
1,492,[-0.01461862  0.18919861  0.00451152 -0.2835456 ],1,1.0,False
1,493,[-0.01083465 -0.0059874  -0.00115939  0.01055679],0,1.0,False
1,494,[-0.01095439 -0.2010927  -0.00094826  0.3028737 ],0,1.0,False
1,495,[-0.01497625 -0.00595725  0.00510922  0.00989186],1,1.0,False
1,496,[-0.01509539  0.18909106  0.00530705 -0.2811747 ],1,1.0,False
1,497,[-0.01131357 -0.0061062  -0.00031644  0.01317733],0,1.0,False
1,498,[-1.1435696e-02  1.8902029e-01 -5.2893014e-05 -2.7960542e-01],1,1.0,False
1,499,[-0.00765529 -0.0061009  -0.005645    0.01306083],0,1.0,False
2,0,[ 0.02206212 -0.18605123 -0.01854775  0.27469137],0,1.0,False
2,1,[ 0.0183411   0.00933037 -0.01305393 -0.02378336],1,1.0,False
2,2,[ 0.01852771 -0.18560196 -0.01352959  0.26475248],0,1.0,False
2,3,[ 0.01481567  0.00971045 -0.00823454 -0.03216691],1,1.0,False
2,4,[ 0.01500988 -0.18529245 -0.00887788  0.2579066 ],0,1.0,False
2,5,[ 0.01130403  0.00995512 -0.00371975 -0.03756328],1,1.0,False
2,6,[ 0.01150313 -0.1851133  -0.00447102  0.2539437 ],0,1.0,False
2,7,[ 0.00780086  0.01007221  0.00060786 -0.04014609],1,1.0,False
2,8,[ 8.0023091e-03 -1.8505846e-01 -1.9506448e-04  2.5272855e-01],0,1.0,False
2,9,[ 0.00430114  0.01006628  0.00485951 -0.04001589],1,1.0,False
2,10,[ 0.00450247 -0.18512501  0.00405919  0.2541963 ],0,1.0,False
2,11,[ 0.00079997  0.00993874  0.00914312 -0.03720354],1,1.0,False
2,12,[ 0.00099874  0.2049284   0.00839904 -0.32698774],1,1.0,False
2,13,[ 0.00509731  0.00968788  0.00185929 -0.03166802],0,1.0,False
2,14,[ 0.00529107 -0.18546069  0.00122593  0.26160094],0,1.0,False
2,15,[ 0.00158185  0.00964374  0.00645795 -0.03069505],1,1.0,False
2,16,[ 0.00177473  0.20467249  0.00584405 -0.32133344],1,1.0,False
2,17,[ 0.00586818  0.00946781 -0.00058262 -0.02681328],0,1.0,False
2,18,[ 0.00605753 -0.18564579 -0.00111889  0.26568577],0,1.0,False
2,19,[ 0.00234462  0.00949212  0.00419483 -0.02734986],1,1.0,False
2,20,[ 0.00253446 -0.18568973  0.00364783  0.26665363],0,1.0,False
2,21,[-0.00117933  0.00937996  0.0089809  -0.02487651],1,1.0,False
2,22,[-0.00099174  0.20437197  0.00848337 -0.31471238],1,1.0,False
2,23,[ 0.0030957   0.00913021  0.00218912 -0.0193662 ],0,1.0,False
2,24,[ 0.00327831 -0.18602306  0.0018018   0.2740066 ],0,1.0,False
2,25,[-0.00044215  0.00907313  0.00728193 -0.01810748],1,1.0,False
2,26,[-2.6069049e-04  2.0408989e-01  6.9197835e-03 -3.0848402e-01],1,1.0,False
2,27,[ 0.00382111  0.00887004  0.0007501  -0.01362682],0,1.0,False
2,28,[ 0.00399851 -0.18626267  0.00047757  0.27929267],0,1.0,False
2,29,[ 0.00027326  0.00885247  0.00606342 -0.01323959],1,1.0,False
2,30,[ 0.0004503   0.20388694  0.00579863 -0.30400327],1,1.0,False
2,31,[ 0.00452804  0.00868284 -0.00028144 -0.00949726],0,1.0,False
2,32,[ 0.0047017  -0.18643507 -0.00047138  0.28309685],0,1.0,False
2,33,[ 0.000973    0.0086936   0.00519056 -0.0097347 ],1,1.0,False
2,34,[ 0.00114687  0.20374073  0.00499586 -0.30077544],1,1.0,False
2,35,[ 0.00522168  0.00854792 -0.00101965 -0.00652111],0,1.0,False
2,36,[ 0.00539264 -0.1865594  -0.00115007  0.28583992],0,1.0,False
2,37,[ 0.00166146  0.00857894  0.00456673 -0.0072055 ],1,1.0,False
2,38,[ 0.00183303  0.20363511  0.00442262 -0.29844406],1,1.0,False
2,39,[ 0.00590574  0.00845039 -0.00154626 -0.00436962],0,1.0,False
2,40,[ 0.00607474 -0.18664935 -0.00163366  0.28782505],0,1.0,False
2,41,[ 0.00234176  0.00849586  0.00412285 -0.00537268],1,1.0,False
2,42,[ 0.00251167  0.20355844  0.00401539 -0.29675195],1,1.0,False
2,43,[ 0.00658284  0.00837948 -0.00191965 -0.00280535],0,1.0,False
2,44,[ 0.00675043 -0.18671489 -0.00197575  0.2892713 ],0,1.0,False
2,45,[ 0.00301614  0.00843518  0.00380967 -0.00403412],1,1.0,False
2,46,[ 0.00318484  0.2035023   0.00372899 -0.29551262],1,1.0,False
2,47,[ 0.00725489  0.00832738 -0.00218126 -0.00165596],0,1.0,False
2,48,[ 0.00742143 -0.18676323 -0.00221438  0.29033795],0,1.0,False
2,49,[ 0.00368617  0.00839023  0.00359238 -0.00304254],1,1.0,False
2,50,[ 0.00385397  0.20346048  0.00353153 -0.29458988],1,1.0,False
2,51,[ 0.00792318  0.00828836 -0.00236027 -0.00079524],0,1.0,False
2,52,[ 0.00808895 -0.18679966 -0.00237618  0.29114205],0,1.0,False
2,53,[ 0.00435296  0.00835609  0.00344667 -0.00228934],1,1.0,False
2,54,[ 0.00452008  0.20342845  0.00340088 -0.29388282],1,1.0,False
2,55,[ 0.00858865  0.00825817 -0.00247678 -0.00012924],0,1.0,False
2,56,[ 0.00875381  0.20341556 -0.00247936 -0.2935926 ],1,1.0,False
2,57,[ 0.01282212  0.00832904 -0.00835121 -0.00169265],0,1.0,False
2,58,[ 0.0129887  -0.18667215 -0.00838507  0.2883437 ],0,1.0,False
2,59,[ 0.00925526  0.00856836 -0.00261819 -0.00697195],1,1.0,False
2,60,[ 0.00942663 -0.18651594 -0.00275763  0.28488377],0,1.0,False
2,61,[ 0.00569631  0.00864523  0.00294004 -0.00866763],1,1.0,False
2,62,[ 0.00586921  0.20372489  0.00276669 -0.30042148],1,1.0,False
2,63,[ 0.00994371  0.00856361 -0.00324174 -0.00686729],0,1.0,False
2,64,[ 0.01011498 -0.1865117  -0.00337909  0.28479108],0,1.0,False
2,65,[ 0.00638475  0.00865829  0.00231674 -0.00895568],1,1.0,False
2,66,[ 0.00655791  0.20374693  0.00213762 -0.30090675],1,1.0,False
2,67,[ 0.01063285  0.00859458 -0.00388051 -0.00755043],0,1.0,False
2,68,[ 0.01080474 -0.1864715  -0.00403152  0.28390563],0,1.0,False
2,69,[ 0.00707531  0.00870772  0.00164659 -0.01004609],1,1.0,False
2,70,[ 0.00724947  0.20380601  0.00144567 -0.30220905],1,1.0,False
2,71,[ 0.01132559  0.00866349 -0.00459851 -0.00907053],0,1.0,False
2,72,[ 0.01149886 -0.18639222 -0.00477992  0.28215796],0,1.0,False
2,73,[ 0.00777101  0.00879759  0.00086324 -0.01202868],1,1.0,False
2,74,[ 0.00794697  0.20390715  0.00062266 -0.30443913],1,1.0,False
2,75,[ 0.01202511  0.00877633 -0.00546612 -0.01155989],0,1.0,False
2,76,[ 0.01220063 -0.18626681 -0.00569732  0.2793934 ],0,1.0,False
2,77,[ 0.0084753   0.00893596 -0.00010945 -0.01508098],1,1.0,False
2,78,[ 0.00865402 -0.18618442 -0.00041107  0.27756742],0,1.0,False
2,79,[ 0.00493033  0.00894339  0.00514028 -0.01524513],1,1.0,False
2,80,[ 0.0051092   0.20399125  0.00483538 -0.30630183],1,1.0,False
2,81,[ 0.00918902  0.00880073 -0.00129066 -0.01209787],0,1.0,False
2,82,[ 0.00936504 -0.18630269 -0.00153262  0.28017756],0,1.0,False
2,83,[ 0.00563898  0.00884109  0.00407094 -0.01298835],1,1.0,False
2,84,[ 0.0058158   0.20390442  0.00381117 -0.30438408],1,1.0,False
2,85,[ 0.00989389  0.00872836 -0.00227651 -0.01050164],0,1.0,False
2,86,[ 0.01006846 -0.18636087 -0.00248655  0.28146216],0,1.0,False
2,87,[ 0.00634124  0.00879647  0.0031427  -0.01200398],1,1.0,False
2,88,[ 0.00651717  0.2038732   0.00290262 -0.30369368],1,1.0,False
2,89,[ 0.01059464  0.00871001 -0.00317126 -0.01009676],0,1.0,False
2,90,[ 0.01076884 -0.18636632 -0.00337319  0.2815839 ],0,1.0,False
2,91,[ 0.00704151  0.00880359  0.00225849 -0.012161  ],1,1.0,False
2,92,[ 0.00721758  0.20389308  0.00201527 -0.3041305 ],1,1.0,False
2,93,[ 0.01129544  0.00874246 -0.00406734 -0.01081267],0,1.0,False
2,94,[ 0.01147029 -0.18632092 -0.0042836   0.2805842 ],0,1.0,False
2,95,[ 0.00774387  0.00886187  0.00132809 -0.01344669],1,1.0,False
2,96,[ 0.00792111  0.20396475  0.00105915 -0.3057103 ],1,1.0,False
2,97,[ 0.01200041  0.00882772 -0.00505505 -0.01269352],0,1.0,False
2,98,[ 0.01217696 -0.18622138 -0.00530892  0.2783902 ],0,1.0,False
2,99,[ 0.00845253  0.00897591  0.00025888 -0.01596242],1,1.0,False
2,100,[ 8.6320527e-03 -1.8614975e-01 -6.0367103e-05  2.7680218e-01],0,1.0,False
2,101,[ 0.00490906  0.00897306  0.00547568 -0.01589979],1,1.0,False
2,102,[ 0.00508852  0.20401606  0.00515768 -0.30685005],1,1.0,False
2,103,[ 0.00916884  0.00882099 -0.00097932 -0.012545  ],0,1.0,False
2,104,[ 0.00934526 -0.1862869  -0.00123022  0.2798288 ],0,1.0,False
2,105,[ 0.00561952  0.00885258  0.00436636 -0.01324191],1,1.0,False
2,106,[ 0.00579657  0.20391165  0.00410152 -0.304544  ],1,1.0,False
2,107,[ 0.00987481  0.00873148 -0.00198936 -0.01057038],0,1.0,False
2,108,[ 0.01004944 -0.18636188 -0.00220077  0.28148422],0,1.0,False
2,109,[ 0.0063222   0.00879139  0.00342891 -0.01189202],1,1.0,False
2,110,[ 0.00649803  0.203864    0.00319107 -0.30349112],1,1.0,False
2,111,[ 0.01057531  0.00869671 -0.00287875 -0.0098035 ],0,1.0,False
2,112,[ 0.01074924 -0.18638383 -0.00307482  0.28196976],0,1.0,False
2,113,[ 0.00702156  0.00878184  0.00256458 -0.01168137],1,1.0,False
2,114,[ 0.0071972   0.20386691  0.00233095 -0.30355403],1,1.0,False
2,115,[ 0.01127454  0.00871183 -0.00374013 -0.01013689],0,1.0,False
2,116,[ 0.01144878 -0.18635629 -0.00394287  0.28136364],0,1.0,False
2,117,[ 0.00772165  0.00882168  0.0016844  -0.01256025],1,1.0,False
2,118,[ 0.00789808  0.20391944  0.0014332  -0.30471125],1,1.0,False
2,119,[ 0.01197647  0.00877709 -0.00466103 -0.01157667],0,1.0,False
2,120,[ 0.01215201 -0.1862777  -0.00489256  0.279632  ],0,1.0,False
2,121,[ 0.00842646  0.0089137   0.00070008 -0.01459   ],1,1.0,False
2,122,[ 0.00860473 -0.18621829  0.00040828  0.27831373],0,1.0,False
2,123,[ 0.00488037  0.00889784  0.00597455 -0.0142404 ],1,1.0,False
2,124,[ 0.00505832  0.2039336   0.00568975 -0.3050323 ],1,1.0,False
2,125,[ 0.009137    0.00873103 -0.0004109  -0.01056042],0,1.0,False
2,126,[ 0.00931162 -0.18638504 -0.00062211  0.28199285],0,1.0,False
2,127,[ 0.00558392  0.00874579  0.00501775 -0.01088623],1,1.0,False
2,128,[ 0.00575883  0.20379542  0.00480002 -0.30198178],1,1.0,False
2,129,[ 0.00983474  0.00860539 -0.00123961 -0.00778891],0,1.0,False
2,130,[ 0.01000685 -0.18649876 -0.00139539  0.28450266],0,1.0,False
2,131,[ 0.00627687  0.00864306  0.00429466 -0.00862005],1,1.0,False
2,132,[ 0.00644973  0.20370317  0.00412226 -0.29994488],1,1.0,False
2,133,[ 0.0105238   0.00852269 -0.00187664 -0.00596472],0,1.0,False
2,134,[ 0.01069425 -0.1865723  -0.00199593  0.2861255 ],0,1.0,False
2,135,[ 0.00696281  0.00857807  0.00372658 -0.00718624],1,1.0,False
2,136,[ 0.00713437  0.20364638  0.00358286 -0.29869106],1,1.0,False
2,137,[ 0.01120729  0.00847354 -0.00239097 -0.00488032],0,1.0,False
2,138,[ 0.01137677 -0.18661404 -0.00248857  0.28704727],0,1.0,False
2,139,[ 0.00764448  0.00854331  0.00325237 -0.00641949],1,1.0,False
2,140,[ 0.00781535  0.20361847  0.00312398 -0.29807448],1,1.0,False
2,141,[ 0.01188772  0.00845212 -0.00283751 -0.00440795],0,1.0,False
2,142,[ 0.01205676 -0.18662901 -0.00292566  0.28737837],0,1.0,False
2,143,[ 0.00832418  0.00853453  0.0028219  -0.00622586],1,1.0,False
2,144,[ 0.00849487  0.2036159   0.00269739 -0.2980171 ],1,1.0,False
2,145,[ 0.01256719  0.0084556  -0.00326296 -0.00448469],0,1.0,False
2,146,[ 0.0127363  -0.1866194  -0.00335265  0.28716695],0,1.0,False
2,147,[ 0.00900391  0.0085502   0.00239069 -0.00657149],1,1.0,False
2,148,[ 0.00917492  0.20363778  0.00225926 -0.29849917],1,1.0,False
2,149,[ 0.01324767  0.0084837  -0.00371072 -0.00510457],0,1.0,False
2,150,[ 0.01341735 -0.18658483 -0.00381282  0.28640527],0,1.0,False
2,151,[ 0.00968565  0.00859128  0.00191529 -0.00747774],1,1.0,False
2,152,[ 0.00985748  0.20368572  0.00176573 -0.29955575],1,1.0,False
2,153,[ 0.01393119  0.00853864 -0.00422538 -0.00631647],0,1.0,False
2,154,[ 0.01410196 -0.18652245 -0.00435171  0.2850303 ],0,1.0,False
2,155,[ 0.01037152  0.00866128  0.0013489  -0.00902194],1,1.0,False
2,156,[ 0.01054474  0.20376386  0.00116846 -0.30127898],1,1.0,False
2,157,[ 0.01462002  0.00862528 -0.00485712 -0.00822776],0,1.0,False
2,158,[ 0.01479252 -0.18642668 -0.00502168  0.28291872],0,1.0,False
2,159,[ 0.01106399  0.00876654  0.0006367  -0.01134376],1,1.0,False
2,160,[ 0.01123932  0.20387936  0.00040982 -0.30382574],1,1.0,False
2,161,[ 0.01531691  0.00875156 -0.00566669 -0.01101359],0,1.0,False
2,162,[ 0.01549194 -0.18628867 -0.00588696  0.27987605],0,1.0,False
2,163,[ 0.01176617  0.00891677 -0.00028944 -0.01465778],1,1.0,False
2,164,[ 0.0119445  -0.18620104 -0.0005826   0.2779338 ],0,1.0,False
2,165,[ 0.00822048  0.00892923  0.00497608 -0.01493281],1,1.0,False
2,166,[ 0.00839906  0.20397946  0.00467742 -0.30604157],1,1.0,False
2,167,[ 0.01247865  0.00879117 -0.00144341 -0.01188719],0,1.0,False
2,168,[ 0.01265448 -0.18631005 -0.00168115  0.28034   ],0,1.0,False
2,169,[ 0.00892828  0.00883584  0.00392565 -0.01287271],1,1.0,False
2,170,[ 0.00910499  0.20390128  0.00366819 -0.30431446],1,1.0,False
2,171,[ 0.01318302  0.00872724 -0.0024181  -0.01047693],0,1.0,False
2,172,[ 0.01335756 -0.18635994 -0.00262764  0.28144208],0,1.0,False
2,173,[ 0.00963036  0.00879938  0.00300121 -0.01206844],1,1.0,False
2,174,[ 0.00980635  0.20387816  0.00275984 -0.30380294],1,1.0,False
2,175,[ 0.01388392  0.00871699 -0.00331622 -0.01025091],0,1.0,False
2,176,[ 0.01405826 -0.18635724 -0.00352124  0.28138387],0,1.0,False
2,177,[ 0.01033111  0.00881476  0.00210644 -0.01240756],1,1.0,False
2,178,[ 0.01050741  0.20390643  0.00185829 -0.30442515],1,1.0,False
2,179,[ 0.01458554  0.00875805 -0.00423022 -0.01115673],0,1.0,False
2,180,[ 0.0147607  -0.18630297 -0.00445335  0.28018853],0,1.0,False
2,181,[ 0.01103464  0.00888222  0.00115042 -0.01389565],1,1.0,False
2,182,[ 0.01121228  0.20398764  0.00087251 -0.30621538],1,1.0,False
2,183,[ 0.01529203  0.00885328 -0.0052518  -0.01325742],0,1.0,False
2,184,[ 0.0154691  -0.18619296 -0.00551695  0.27776387],0,1.0,False
2,185,[ 1.1745240e-02  9.0072565e-03  3.8327678e-05 -1.6653964e-02],1,1.0,False
2,186,[ 0.01192539 -0.18611525 -0.00029475  0.27604106],0,1.0,False
2,187,[ 0.00820308  0.00901091  0.00522607 -0.01673482],1,1.0,False
2,188,[ 0.0083833   0.20405753  0.00489137 -0.3077643 ],1,1.0,False
2,189,[ 0.01246445  0.00886622 -0.00126391 -0.01354278],0,1.0,False
2,190,[ 0.01264177 -0.18623759 -0.00153477  0.2787411 ],0,1.0,False
2,191,[ 0.00891702  0.00890623  0.00404005 -0.01442549],1,1.0,False
2,192,[ 0.00909515  0.20397002  0.00375154 -0.30583102],1,1.0,False
2,193,[ 0.01317455  0.0087948  -0.00236508 -0.0119673 ],0,1.0,False
2,194,[ 0.01335044 -0.18629315 -0.00260442  0.27996847],0,1.0,False
2,195,[ 0.00962458  0.00886585  0.00299495 -0.01353473],1,1.0,False
2,196,[ 0.0098019   0.20394473  0.00272425 -0.3052712 ],1,1.0,False
2,197,[ 0.01388079  0.00878406 -0.00338117 -0.01173037],0,1.0,False
2,198,[ 0.01405647 -0.18628924 -0.00361578  0.27988383],0,1.0,False
2,199,[ 0.01033069  0.0088841   0.0019819  -0.0139373 ],1,1.0,False
2,200,[ 0.01050837  0.20397757  0.00170315 -0.30599424],1,1.0,False
2,201,[ 0.01458792  0.00883139 -0.00441673 -0.01277468],0,1.0,False
2,202,[ 0.01476455 -0.18622693 -0.00467223  0.27851143],0,1.0,False
2,203,[ 0.01104001  0.00896135  0.000898   -0.01564142],1,1.0,False
2,204,[ 0.01121924  0.20407042  0.00058517 -0.3080409 ],1,1.0,False
2,205,[ 0.01530065  0.00894013 -0.00557564 -0.01517347],0,1.0,False
2,206,[ 0.01547945 -0.18610142 -0.00587911  0.27574506],0,1.0,False
2,207,[ 0.01175742  0.00910392 -0.00036421 -0.01878631],1,1.0,False
2,208,[ 0.0119395  -0.1860128  -0.00073994  0.2737817 ],0,1.0,False
2,209,[ 0.00821924  0.00911969  0.0047357  -0.01913454],1,1.0,False
2,210,[ 0.00840164  0.20417342  0.004353   -0.31031954],1,1.0,False
2,211,[ 0.0124851   0.00898971 -0.00185339 -0.01626699],0,1.0,False
2,212,[ 0.0126649  -0.18610561 -0.00217873  0.2758306 ],0,1.0,False
2,213,[ 0.00894279  0.00904736  0.00333789 -0.0175387 ],1,1.0,False
2,214,[ 0.00912373  0.20412128  0.00298711 -0.3091666 ],1,1.0,False
